plan_key,created_at,updated_at,status,kind,script,dataset,split,tracker_family,variant,tag,run_root,summary_csv,checkpoint,calibrator_npz,log_path,notes,laplace_primary_only,laplace_no_det_score,laplace_decay_scales,laplace_min_history,laplace_proto_mode,cmc_method,name,epochs,batch_groups,seq_override,det_root,analysis_dir,run_base,run_heuristic,run_learned,laplace_disable_pole_bank,exit_code,lr,hist_hidden,pair_hidden,anchor_alpha,delta_scale,min_history,max_history,disable_set_encoder,disable_background,allow_empty_val,run_current_learned,run_haca,haca_disable_set_encoder,haca_disable_background,haca_version,disable_hist_gate,disable_ood_gate,loss_shift_weight,base_npz,comp_topk,comp_margin_quantile,comp_margin_temperature,comp_delta_scale,duel_margin,loss_duel_weight,samebase_run_root,strongsort_run_root,mot20_run_root,run_samebase,run_strongsort,run_mot20,stop_if_samebase_weak,stop_if_strongsort_collapses,main_train_run_root,main_pipeline_plan_key,run_transfer_for_best,poll_secs,stop_reason,haca_mode,wait_for_mot20_summary,wait_for_strongsort_summary,wait_for_strongsort,gpu_idle_mem_mb,wait_for_process_pattern,wait_for_process_grace_secs,best_candidate,best_hota,best_assa,best_beats_heur,zip_path,queue_label,best_mot20_label,best_mot20_ckpt,wait_plan_key,reason,queue_name,queue_root,oracle_group_jsonl,graph_topk,graph_min_detections,graph_min_committed_matches,detector_filter,val_sequences,experiment_name,seq_ids,owneralt_min_gap,owneralt_max_gap,owneralt_min_tracklet_len,owneralt_min_box_iou,owneralt_owner_max_tracklet_len,owneralt_owner_alt_det_min_score,owneralt_owner_alt_det_min_box_iou,owneralt_max_owner_edge_deficit,owneralt_owner_alt_bonus,owneralt_block_owner_on_reclaim,owneralt_gap1_min_box_iou,owneralt_gap1_owner_alt_det_min_box_iou,owneralt_gap1_max_owner_edge_deficit,owneralt_evidence_mode,owneralt_max_joint_penalty,owneralt_gap1_max_joint_penalty,reference_results_dir,track_high_thresh,track_low_thresh,new_track_thresh,track_buffer,match_thresh,proximity_thresh,appearance_thresh,reference_results_dirs,graph_assoc_top_k,graph_assoc_max_rows,graph_assoc_max_cols,graph_assoc_row_margin,graph_assoc_col_margin,graph_assoc_min_reclaim_time_since_update,graph_assoc_max_reclaim_time_since_update,graph_assoc_min_reclaim_tracklet_len,graph_assoc_recent_owner_max_time_since_update,graph_assoc_recent_owner_max_tracklet_len,graph_assoc_min_box_iou,graph_assoc_reclaim_bonus,graph_assoc_recent_owner_penalty,graph_assoc_iou_bonus,graph_assoc_score_bonus,graph_assoc_min_assignment_gain,graph_assoc_max_cost_delta,graph_assoc_force_match_cost,graph_assoc_allow_match_count_drop,graph_assoc_col_only_min_assignment_gain,graph_assoc_col_only_max_cost_delta,graph_assoc_allow_col_only_blocks,graph_assoc_require_row_involved_strict_reclaim,graph_assoc_row_involved_min_assignment_gain,graph_assoc_protect_young_active_rows,graph_assoc_young_active_max_time_since_update,graph_assoc_young_active_max_tracklet_len,graph_assoc_young_active_min_reclaim_gap,graph_assoc_young_active_max_cost_delta,graph_assoc_protect_stale_lost_owner_rows,graph_assoc_stale_lost_owner_min_time_since_update,graph_assoc_stale_lost_owner_min_tracklet_len,graph_assoc_stale_lost_owner_active_max_time_since_update,graph_assoc_stale_lost_owner_min_introduced_edge_utility,graph_assoc_dump_candidate_rows,graph_assoc_commit_checkpoint,graph_assoc_commit_device,graph_assoc_commit_score_margin,graph_assoc_commit_replace_rules,graph_assoc_commit_gate_only,graph_assoc_commit_decision_mode,graph_assoc_commit_threshold,graph_assoc_commit_neutral_risk_weight,graph_assoc_commit_positive_threshold,graph_assoc_commit_neutral_threshold,package_mode,device,score_margin,graph_assoc_commit_safety_min_gain,graph_assoc_commit_safety_max_cost_delta,graph_assoc_commit_safety_require_reclaim_improve,graph_assoc_commit_safety_require_same_match_count,graph_assoc_candidate_rerank_top_k,graph_assoc_learned_commit_rerank_candidates,teacher_mode,source_manifest,reentry_memory_enable,reentry_memory_use_low_score,reentry_memory_max_gap,reentry_memory_max_size,reentry_memory_min_similarity,reentry_memory_min_det_score,reentry_memory_app_weight,reentry_memory_iou_weight,reentry_memory_score_weight,reentry_memory_gap_weight,reentry_memory_compete_primary,reentry_memory_confirm_streak,reentry_memory_confirm_gap,reentry_memory_confirm_min_similarity,reentry_engine_enable,reentry_engine_hilbert_order,reentry_engine_bf_threshold,reentry_engine_spatial_radius,reentry_engine_max_spatial_radius,train_seqs,val_seq,manual_fix,haca_run_root,haca_checkpoint,stage1_run_root,eval_run_root,stage1_checkpoint,haca_no_background,no_background,track_exit_code,note,smoke_test,train_root,seq_name,seq_id,tracker_output_dir,rgot_analysis_dir,rgot_analysis_only,rgot_top_k,rgot_row_margin,rgot_col_margin,rgot_max_rows,rgot_max_cols,event_count,candidate_blocks,trigger_blocks
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260430_001044_contlive_20260430_1134/runs/04_pmn_t220_rw140,2026-04-30T12:48:11+08:00,2026-04-30T13:59:31+08:00,completed,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,botsort_graphassoc_gate_calibration,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260430_001044_contlive_20260430_1134/runs/04_pmn_t220_rw140,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260430_001044_contlive_20260430_1134/runs/04_pmn_t220_rw140/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260430_001044_contlive_20260430_1134/runs/04_pmn_t220_rw140/logs/compare.log,graph-assoc MOT20 eval completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,graphassoc_gate_calibration_next5h_20260430_001044_contlive_20260430_1134_04_pmn_t220_rw140,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,3,4,4,0.03,0.03,1,8,20,1,8,0.6,0.08,0.05,0.04,0.02,0.01,0.05,0.0,0,0.01,0.05,1,0,0.01,0,1,20,2,-1.0,0,9,100,1,0.0,0,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_mix_rankv2_decsurf_all5_hn050w3_20260429_1146/train_gate/best.pt,cuda,0.0,1,0,positive_minus_weighted_neutral,0.22,1.4,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260430_001044_contlive_20260430_1134/runs/05_pmn_t260_rw125,2026-04-30T13:59:37+08:00,2026-05-01T00:16:09+08:00,failed,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,botsort_graphassoc_gate_calibration,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260430_001044_contlive_20260430_1134/runs/05_pmn_t260_rw125,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260430_001044_contlive_20260430_1134/runs/05_pmn_t260_rw125/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260430_001044_contlive_20260430_1134/runs/05_pmn_t260_rw125/logs/graph_track.log,tracking stalled at 1660/2782 and was marked failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,graphassoc_gate_calibration_next5h_20260430_001044_contlive_20260430_1134_05_pmn_t260_rw125,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,3,4,4,0.03,0.03,1,8,20,1,8,0.6,0.08,0.05,0.04,0.02,0.01,0.05,0.0,0,0.01,0.05,1,0,0.01,0,1,20,2,-1.0,0,9,100,1,0.0,0,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_mix_rankv2_decsurf_all5_hn050w3_20260429_1146/train_gate/best.pt,cuda,0.0,1,0,positive_minus_weighted_neutral,0.26,1.25,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260501_from05_20260501_001657,2026-05-01T00:16:58+08:00,2026-05-01T02:57:26+08:00,completed,analysis,scripts/run_graphassoc_gate_calibration_next5h.py,MOT20,val_half,BoT-SORT,graphassoc_gate_calibration,graphassoc_gate_calibration_next5h_20260501_from05_20260501_001657,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260501_from05_20260501_001657,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260501_from05_20260501_001657/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_mix_rankv2_decsurf_all5_hn050w3_20260429_1146/train_gate/best.pt,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260501_from05_20260501_001657/logs/queue.log,graphassoc calibration queue completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260501_from05_20260501_001657/runs/05_pmn_t260_rw125,2026-05-01T00:17:05+08:00,2026-05-01T01:35:49+08:00,completed,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,botsort_graphassoc_gate_calibration,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260501_from05_20260501_001657/runs/05_pmn_t260_rw125,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260501_from05_20260501_001657/runs/05_pmn_t260_rw125/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260501_from05_20260501_001657/runs/05_pmn_t260_rw125/logs/compare.log,graph-assoc MOT20 eval completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,graphassoc_gate_calibration_next5h_20260501_from05_20260501_001657_05_pmn_t260_rw125,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,3,4,4,0.03,0.03,1,8,20,1,8,0.6,0.08,0.05,0.04,0.02,0.01,0.05,0.0,0,0.01,0.05,1,0,0.01,0,1,20,2,-1.0,0,9,100,1,0.0,0,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_mix_rankv2_decsurf_all5_hn050w3_20260429_1146/train_gate/best.pt,cuda,0.0,1,0,positive_minus_weighted_neutral,0.26,1.25,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260501_from05_20260501_001657/runs/06_pmn_t260_rw140,2026-05-01T01:35:59+08:00,2026-05-01T02:57:18+08:00,completed,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,botsort_graphassoc_gate_calibration,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260501_from05_20260501_001657/runs/06_pmn_t260_rw140,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260501_from05_20260501_001657/runs/06_pmn_t260_rw140/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_calibration_next5h_20260501_from05_20260501_001657/runs/06_pmn_t260_rw140/logs/compare.log,graph-assoc MOT20 eval completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,graphassoc_gate_calibration_next5h_20260501_from05_20260501_001657_06_pmn_t260_rw140,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,3,4,4,0.03,0.03,1,8,20,1,8,0.6,0.08,0.05,0.04,0.02,0.01,0.05,0.0,0,0.01,0.05,1,0,0.01,0,1,20,2,-1.0,0,9,100,1,0.0,0,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_mix_rankv2_decsurf_all5_hn050w3_20260429_1146/train_gate/best.pt,cuda,0.0,1,0,positive_minus_weighted_neutral,0.26,1.4,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_transfer_mixrankv2_debugcheck,2026-05-01T08:45:40+08:00,2026-05-01T10:44:51+08:00,completed,analysis,scripts/run_graphassoc_gate_structural_next5h.py,MOT20,val_half,BoT-SORT,graphassoc_gate_structural,graphassoc_gate_structural_transfer_mixrankv2_debugcheck,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_transfer_mixrankv2_debugcheck,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_transfer_mixrankv2_debugcheck/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_mix_rankv2_decsurf_all5_hn050w3_20260429_1146/train_gate/best.pt,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_transfer_mixrankv2_debugcheck/logs/queue.log,graphassoc structural gate queue completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_transfer_mixrankv2_debugcheck/runs/02_wide_replace_pos_minus_neutral_t003,2026-05-01T08:45:54+08:00,2026-05-01T10:15:59+08:00,completed,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,botsort_graphassoc_gate_structural,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_transfer_mixrankv2_debugcheck/runs/02_wide_replace_pos_minus_neutral_t003,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_transfer_mixrankv2_debugcheck/runs/02_wide_replace_pos_minus_neutral_t003/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_transfer_mixrankv2_debugcheck/runs/02_wide_replace_pos_minus_neutral_t003/logs/compare.log,graph-assoc MOT20 eval completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,graphassoc_gate_structural_transfer_mixrankv2_debugcheck_02_wide_replace_pos_minus_neutral_t003,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,4,5,5,0.06,0.06,1,8,12,1,14,0.5,0.16,0.08,0.06,0.02,0.003,0.1,0.0,0,0.003,0.1,1,0,0.003,0,1,20,2,-1.0,0,9,100,1,0.0,1,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_mix_rankv2_decsurf_all5_hn050w3_20260429_1146/train_gate/best.pt,cpu,0.0,1,0,positive_minus_neutral,0.03,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_transfer_mixrankv2_step06_20260501_0847,2026-05-01T08:46:26+08:00,2026-05-01T10:44:47+08:00,completed,analysis,scripts/run_graphassoc_gate_structural_next5h.py,MOT20,val_half,BoT-SORT,graphassoc_gate_structural,graphassoc_gate_structural_transfer_mixrankv2_step06_20260501_0847,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_transfer_mixrankv2_step06_20260501_0847,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_transfer_mixrankv2_step06_20260501_0847/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_mix_rankv2_decsurf_all5_hn050w3_20260429_1146/train_gate/best.pt,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_transfer_mixrankv2_step06_20260501_0847/logs/queue.log,graphassoc structural gate queue completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_transfer_mixrankv2_step06_20260501_0847/runs/06_wide_replace_weighted_thr_minus005,2026-05-01T08:46:36+08:00,2026-05-01T10:15:59+08:00,completed,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,botsort_graphassoc_gate_structural,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_transfer_mixrankv2_step06_20260501_0847/runs/06_wide_replace_weighted_thr_minus005,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_transfer_mixrankv2_step06_20260501_0847/runs/06_wide_replace_weighted_thr_minus005/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_transfer_mixrankv2_step06_20260501_0847/runs/06_wide_replace_weighted_thr_minus005/logs/compare.log,graph-assoc MOT20 eval completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,graphassoc_gate_structural_transfer_mixrankv2_step06_20260501_0847_06_wide_replace_weighted_thr_minus005,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,4,5,5,0.06,0.06,1,8,12,1,14,0.5,0.16,0.08,0.06,0.02,0.003,0.1,0.0,0,0.003,0.1,1,0,0.003,0,1,20,2,-1.0,0,9,100,1,0.0,1,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_mix_rankv2_decsurf_all5_hn050w3_20260429_1146/train_gate/best.pt,cpu,0.0,1,0,,-0.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_followup_pmn_t005_20260501_1048,2026-05-01T10:46:50+08:00,2026-06-18T00:50:35+08:00,interrupted,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,botsort_graphassoc_gate_structural_followup,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_followup_pmn_t005_20260501_1048,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_followup_pmn_t005_20260501_1048/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_followup_pmn_t005_20260501_1048/logs/graph_track.log,graph-assoc MOT20 eval started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,graphassoc_gate_structural_followup_pmn_t005_20260501_1048,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,4,5,5,0.06,0.06,1,8,12,1,14,0.5,0.16,0.08,0.06,0.02,0.003,0.1,0.0,0,0.003,0.1,1,0,0.003,0,1,20,2,-1.0,0,9,100,1,0.0,1,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_mix_rankv2_decsurf_all5_hn050w3_20260429_1146/train_gate/best.pt,cpu,0.0,1,0,positive_minus_neutral,0.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_followup_pmn_t005_live_20260501_1130,2026-05-01T11:49:18+08:00,2026-05-01T13:59:11+08:00,failed,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,botsort_graphassoc_gate_structural_followup,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_followup_pmn_t005_live_20260501_1130,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_followup_pmn_t005_live_20260501_1130/summary.csv,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_mix_rankv2_decsurf_all5_hn050w3_20260429_1146/train_gate/best.pt,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_followup_pmn_t005_live_20260501_1130/logs/graph_track.log,graph-assoc tracking interrupted; process missing and log stopped at frame 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,graphassoc_gate_structural_followup_pmn_t005_live_20260501_1130,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,4,5,5,0.06,0.06,1,8,12,1,14,0.5,0.16,0.08,0.06,0.02,0.003,0.1,0.0,0,0.003,0.1,1,0,0.003,0,1,20,2,-1.0,0,9,100,1,0.0,1,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_mix_rankv2_decsurf_all5_hn050w3_20260429_1146/train_gate/best.pt,cpu,0.0,1,0,positive_minus_neutral,0.05,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run_root:/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_safety_pmn_t003_g0_cd010_20260501_1359,2026-05-01T13:59:43+08:00,2026-05-01T15:24:39+08:00,completed,eval,scripts/run_botsort_graphassoc_mot20_eval.py,MOT20,val_half,BoT-SORT,botsort_graphassoc_gate_structural_safety,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_safety_pmn_t003_g0_cd010_20260501_1359,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_safety_pmn_t003_g0_cd010_20260501_1359/summary.csv,,,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_structural_safety_pmn_t003_g0_cd010_20260501_1359/logs/compare.log,graph-assoc MOT20 eval completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,graphassoc_gate_structural_safety_pmn_t003_g0_cd010_20260501_1359,2|5,,,,,,,,,,,,,,,,,,,,,,,,,/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq2_rebuild_20260417_175642/track_results|/gemini/code/FMtrack-main/FM-Track/external/BoT-SORT-main/YOLOX_outputs/botsort_current_base_mot20_seq5_rebuild_20260417_162603/track_results,4,5,5,0.06,0.06,1,8,12,1,14,0.5,0.16,0.08,0.06,0.02,0.003,0.1,0.0,0,0.003,0.1,1,0,0.003,0,1,20,2,-1.0,0,9,100,1,0.0,1,/gemini/code/FMtrack-main/FM-Track/outputs/graphassoc_gate_trainonly_mix_rankv2_decsurf_all5_hn050w3_20260429_1146/train_gate/best.pt,cpu,0.0,1,0,positive_minus_neutral,0.03,nan,nan,nan,,,,0.0,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
